Name_1,Mod,Nc,Q,C,Fn,f1,mag1_1,f2,mu02,f3,mag3,f4,mu04,f5,mag5,mag1_2,mag2,mstar,dmean,type,t_1,incl,Dist,__T_,__F_
NGC3206,_dbar,2,5,BAR,ferrer2,,,,,,,0.076,20.6,,,12.889,13.32,9.606,20.725,SBc,6.0,61.14,20.7,7.0,1.0
NGC3225,_dbar,2,5,BAR,ferrer2,,,,,,,0.032,19.76,,,13.184,13.636,10.064,39.529,Sc,5.8,64.95,39.5,5.5,0.25
NGC3254,_bdbar,3,5,BAR,ferrer2,,,,,,,0.074,20.251,,,11.52,12.005,10.575,32.154,Sbc,4.0,64.41,32.2,3.0,0.75
NGC3274,_dbar,2,5,BAR,ferrer2,,,,,,,0.082,21.338,,,13.252,13.671,9.056,13.129,Scd,6.6,61.62,13.1,9.0,0.0
NGC3319,_dbar,2,5,BAR,ferrer2,,,,,,,0.087,20.605,,,11.841,12.14,9.73,16.497,SBc,6.0,62.68,16.5,6.0,1.0
NGC3329,_dbarn,3,5,BAR,ferrer2,,,,,,,0.188,18.015,,,11.914,12.376,10.349,30.3,Sb,2.9,56.31,,1.0,0.0
NGC3346,_dbar,2,5,BAR,ferrer2,,,,,,,0.014,19.514,,,11.707,12.152,10.157,22.4,SBc,5.9,34.12,22.4,6.0,1.0
NGC3351,_bdbarf,3,5,BAR,ferrer2,,,,,,,0.098,19.709,,,9.2,9.668,10.486,10.113,Sb,3.1,54.64,,1.0,1.0
NGC3353,_dbarfn,3,5,BAR,ferrer2,,,,,,,0.287,18.801,,,12.884,13.164,9.419,18.94,Sb,3.4,45.74,18.9,10.0,
NGC3359,_dbar,2,5,BAR,ferrer2,,,,,,,0.074,19.519,,,10.965,11.353,10.259,18.809,Sc,5.2,47.16,,6.5,1.0
NGC3380,_bdbarn,4,5,BAR,ferrer2,,,,,,,0.257,20.725,,,12.428,12.905,9.961,,SBa,1.0,27.71,21.4,0.0,0.62
NGC3381,_dbar,2,5,BAR,ferrer2,,,,,,,0.108,20.111,,,12.553,12.963,9.892,,SBb,3.2,26.34,21.7,8.0,1.0
NGC3447,_dbar,2,5,BAR,ferrer2,,,,,,,0.051,22.06,,,13.397,13.904,9.433,20.1,Sm,8.8,64.1,20.1,8.5,0.75
NGC3485,_bdbarf,3,5,BAR,ferrer2,,,,,,,0.025,21.194,,,12.106,12.545,9.944,,Sb,3.1,19.98,19.1,3.5,0.62
NGC3488,_dbar,2,5,BAR,ferrer2,,,,,,,0.027,19.147,,,13.04,13.489,10.296,48.4,SBc,5.2,63.88,48.4,5.5,0.38
NGC3489,_bdbar,3,5,BAR,ferrer2,,,,,,,0.095,18.372,,,10.041,10.553,10.135,9.576,S0-a,-1.2,63.72,9.6,-2.0,0.75
NGC3504,_bdbarf,3,5,BAR,ferrer2,,,,,,,0.164,19.489,,,10.568,10.862,10.404,20.05,Sab,2.1,26.15,20.1,1.0,0.75
NGC3507,_bdbar,3,5,BAR,ferrer2,,,,,,,0.052,20.82,,,11.08,11.555,10.127,15.8,SBb,3.1,31.88,15.8,3.0,0.75
NGC3583,_bdbarf,3,5,BAR,ferrer2,,,,,,,0.066,18.933,,,10.966,11.395,10.718,30.8,SBb,3.1,58.69,30.8,2.2,0.5
NGC3599,_bdbar,3,5,BAR,ferrer2,,,,,,,0.114,20.906,,,11.812,12.304,10.036,19.657,S0,-2.0,28.32,19.7,-2.5,0.0
NGC3626,_bdbar,3,5,BAR,ferrer2,,,,,,,0.135,19.99,,,10.762,11.238,10.586,23.15,S0-a,-0.9,55.93,,-0.5,0.38
NGC3637,_bdbarfn,4,5,BAR,ferrer2,,,,,,,0.155,19.549,,,11.399,11.896,10.519,28.2,S0,-1.9,33.53,,-1.5,1.0
NGC3654,_dbarf,2,5,BAR,ferrer2,,,,,,,0.086,19.17,,,13.119,13.533,10.052,39.05,Sbc,4.0,57.08,39.1,7.0,1.0
NGC3664,_dbarf,2,5,BAR,ferrer2,,,,,,,0.087,21.293,,,13.35,13.737,9.531,24.4,SBm,9.0,57.15,24.4,9.0,1.0
NGC3673,_bdbarfn,4,5,BAR,ferrer2,,,,,,,0.049,20.884,,,11.079,11.537,10.505,24.786,Sb,3.2,50.57,24.8,2.0,0.75
NGC3681,_bdbar,3,5,BAR,ferrer2,,,,,,,0.113,18.762,,,11.634,12.105,10.273,24.2,Sbc,4.0,15.25,24.2,1.0,0.5
NGC3683A,_dbar,2,5,BAR,ferrer2,,,,,,,0.021,19.382,,,12.244,12.694,10.467,40.814,SBc,5.1,44.36,40.8,4.0,0.5
NGC3684,_bdbar,3,5,BAR,ferrer2,,,,,,,0.047,20.561,,,11.749,12.177,10.181,23.814,Sbc,4.0,50.79,23.8,5.0,0.5
NGC3686,_bdbar,3,5,BAR,ferrer2,,,,,,,0.021,20.79,,,11.016,11.449,10.264,18.612,SBbc,4.1,42.03,18.6,4.0,0.62
NGC3691,_dbar,2,5,BAR,ferrer2,,,,,,,0.492,21.083,,,13.07,13.511,9.811,28.275,SBb,3.0,47.38,28.3,9.5,1.0
NGC3729,_bdbarf,3,5,BAR,ferrer2,,,,,,,0.033,19.959,,,11.116,11.466,10.233,20.183,Sa,1.2,46.88,20.2,0.0,1.0
NGC3738,_dbar,2,5,BAR,ferrer2,,,,,,,0.127,21.107,,,12.132,12.568,8.4,3.633,I,9.8,50.0,3.6,,
NGC3782,_dbarf,2,5,BAR,ferrer2,,,,,,,0.046,20.547,,,13.145,13.534,9.17,14.633,Scd,6.5,60.29,14.6,9.0,1.0
NGC3795A,_dbar,2,5,BAR,ferrer2,,,,,,,0.062,22.499,,,13.537,14.018,9.477,23.067,Sc,6.4,43.98,,8.0,0.5
NGC3870,_dbar,2,5,BAR,ferrer2,,,,,,,0.304,18.09,,,13.178,13.626,9.325,16.9,S0,-2.0,50.67,16.9,-2.0,1.0
NGC3887,_bdbarf,3,5,BAR,ferrer2,,,,,,,0.03,20.284,,,10.561,10.992,10.476,19.3,Sbc,3.9,39.38,19.3,4.0,0.75
NGC3906,_dbarf,2,5,BAR,ferrer2,,,,,,,0.114,20.868,,,13.069,13.527,9.365,,SBcd,6.7,52.35,12.8,8.0,1.0
NGC3930,_bdbar,3,5,BAR,ferrer2,,,,,,,0.027,23.505,,,12.593,13.075,9.621,17.6,SABc,5.2,43.02,17.6,7.0,0.5
NGC3941,_bdbarn,4,5,BAR,ferrer2,,,,,,,0.113,18.848,,,10.022,10.549,10.494,14.175,S0,-2.0,58.02,14.2,-2.0,1.0
NGC3953,_bdbar,3,5,BAR,ferrer2,,,,,,,0.054,19.732,,,9.58,10.225,10.987,18.445,Sbc,4.0,62.14,,3.2,1.0
NGC3985,_dbar,2,5,BAR,ferrer2,,,,,,,0.119,19.041,,,12.607,13.05,9.313,12.85,SBm,8.8,55.64,12.9,9.0,0.75
NGC3992,_bdbarfn,4,5,BAR,ferrer2,,,,,,,0.05,20.561,,,9.592,10.05,11.104,24.878,Sbc,4.0,47.36,,2.0,1.0
NGC4027,_dbarf,2,5,BAR,ferrer2,,,,,,,0.045,18.213,,,10.789,11.172,10.594,25.6,SBd,7.8,42.34,,8.0,1.0
NGC4034,_dbarn,3,5,BAR,ferrer2,,,,,,,0.039,21.638,,,13.802,14.288,9.79,,Sc,6.0,54.04,31.6,3.0,0.88
NGC4037,_dbarn,3,5,BAR,ferrer2,,,,,,,0.076,21.888,,,12.355,12.831,9.691,17.2,Sb,2.9,21.97,17.2,3.5,0.5
NGC4045,_bdbar,3,5,BAR,ferrer2,,,,,,,0.244,19.983,,,11.24,11.666,10.611,30.944,SABa,1.3,55.93,17.0,2.0,0.5
NGC4051,_bdbarf,3,5,BAR,ferrer2,,,,,,,0.047,20.711,,,9.974,10.259,10.359,14.575,SABb,4.0,30.22,14.6,3.0,0.5
NGC4067,_bdbarf,3,5,BAR,ferrer2,,,,,,,0.095,18.827,,,12.495,12.961,10.385,41.15,Sb,3.1,45.52,17.0,2.0,1.0
NGC4102,_bdbar,3,5,BAR,ferrer2,,,,,,,0.186,17.64,,,10.251,10.556,10.554,20.381,SABb,3.1,58.23,20.4,2.0,0.38
NGC4116,_dbarf,2,5,BAR,ferrer2,,,,,,,0.043,20.245,,,12.1,12.583,9.979,21.171,SBcd,7.4,63.73,17.0,7.5,1.0
NGC4123,_bdbarf,3,5,BAR,ferrer2,,,,,,,0.052,21.101,,,11.299,11.733,10.294,21.933,Sc,5.0,44.26,17.0,2.5,1.0
NGC4133,_bdbar,3,5,BAR,ferrer2,,,,,,,0.165,19.305,,,11.894,12.311,9.764,15.9,SABb,3.0,51.3,,1.5,1.0
NGC4136,_bdbar,3,5,BAR,ferrer2,,,,,,,0.017,21.805,,,11.719,12.215,9.463,9.7,Sc,5.2,22.02,17.0,4.0,0.25
NGC4142,_dbar,2,5,BAR,ferrer2,,,,,,,0.048,22.544,,,13.953,14.364,9.365,26.05,SBcd,6.5,60.23,26.1,8.5,0.88
NGC4145,_dbar,2,5,BAR,ferrer2,,,,,,,0.046,20.798,,,11.174,11.588,10.178,18.458,Scd,6.9,64.3,18.5,7.0,0.62
NGC4152,_dbarn,3,5,BAR,ferrer2,,,,,,,0.055,18.539,,,11.992,12.377,10.348,33.514,SABc,5.0,50.63,32.0,5.0,0.5
NGC4189,_dbarn,3,5,BAR,ferrer2,,,,,,,0.023,18.841,,,11.501,11.927,10.491,30.411,Sc,6.0,35.94,32.0,4.0,0.75
NGC4204,_dbar,2,5,BAR,ferrer2,,,,,,,0.151,21.605,,,12.819,13.194,8.755,7.9,SBd,8.0,0.0,17.0,8.0,1.0
NGC4214,_dbar,2,5,BAR,ferrer2,,,,,,,0.118,20.969,,,10.21,10.597,9.076,3.401,I,9.8,43.69,,10.0,0.5
NGC4234,_dbarf,2,5,BAR,ferrer2,,,,,,,0.018,18.797,,,12.718,13.142,10.071,32.9,Sm,8.8,17.17,32.0,8.5,1.0
NGC4245,_bdbarf,3,5,BAR,ferrer2,,,,,,,0.119,20.162,,,10.904,11.417,9.801,9.7,S0-a,0.1,56.13,17.0,-1.0,1.0
NGC4262,_bdbarf,3,5,BAR,ferrer2,,,,,,,0.119,18.589,,,11.102,11.621,10.377,20.51,E-S0,-2.7,34.29,17.0,-2.5,1.0
NGC4267,_bdbar,3,5,BAR,ferrer2,,,,,,,0.04,20.019,,,10.498,11.036,10.456,16.73,E-S0,-2.7,57.55,17.0,-3.0,0.5
NGC4273,_dbarn,3,5,BAR,ferrer2,,,,,,,0.122,18.339,,,11.319,11.693,10.652,35.189,Sc,5.2,26.86,32.0,5.0,0.62
NGC4276,_dbar,2,5,BAR,ferrer2,,,,,,,0.08,20.052,,,13.004,13.445,10.089,,SABd,7.6,30.69,23.0,8.0,0.88
NGC4288,_dbarf,2,5,BAR,ferrer2,,,,,,,0.069,21.048,,,13.11,13.631,9.294,14.833,SBcd,7.0,42.14,14.8,8.5,1.0
NGC4293,_bdbarfn,4,5,BAR,ferrer2,,,,,,,0.147,19.846,,,10.063,10.496,10.418,14.32,S0-a,0.3,59.44,,0.0,1.0
NGC4303A,_dbar,2,5,BAR,ferrer2,,,,,,,0.1,20.657,,,13.68,14.106,9.198,,Sc,6.4,16.0,17.1,8.0,0.25
NGC4314,_bdbarfn,4,5,BAR,ferrer2,,,,,,,0.249,19.649,,,10.067,10.584,10.14,9.7,Sa,1.0,16.22,17.0,1.0,1.0
NGC4369,_dbar,2,5,BAR,ferrer2,,,,,,,0.186,18.069,,,11.409,11.831,10.228,21.6,Sa,1.0,18.92,21.6,0.0,1.0
NGC4370,_dbar,2,5,BAR,ferrer2,,,,,,,0.252,16.959,,,11.822,12.33,10.459,31.7,Sa,0.9,53.23,23.0,-2.5,
NGC4384,_dbar,2,5,BAR,ferrer2,,,,,,,0.075,18.993,,,13.001,13.379,10.016,36.6,Sa,1.0,41.81,36.6,8.0,1.0
NGC4389,_dbarf,2,5,BAR,ferrer2,,,,,,,0.177,19.211,,,11.588,12.013,9.844,15.05,SBbc,4.1,50.02,15.1,1.0,1.0
NGC4390,_dbarfn,3,5,BAR,ferrer2,,,,,,,0.016,21.227,,,12.939,13.395,9.78,25.34,SABc,5.0,43.29,23.0,5.0,0.5
NGC4394,_bdbarf,3,5,BAR,ferrer2,,,,,,,0.118,19.932,,,10.601,11.167,10.44,16.8,SBb,3.0,16.55,17.0,0.0,1.0
NGC4405,_dbarfn,3,5,BAR,ferrer2,,,,,,,0.056,18.965,,,11.931,12.435,10.239,,S0-a,-0.1,55.4,17.0,0.5,0.5
NGC4411A,_dbar,2,5,BAR,ferrer2,,,,,,,0.027,21.665,,,13.382,13.838,9.245,16.8,Sc,5.4,54.42,16.8,6.5,1.0
NGC4412,_dbarfn,3,5,BAR,ferrer2,,,,,,,0.031,20.321,,,12.146,12.588,10.382,35.6,SBb,3.1,26.8,17.0,3.5,0.75
NGC4413,_dbarn,3,5,BAR,ferrer2,,,,,,,0.102,19.045,,,12.097,12.543,9.745,16.675,Sab,2.0,48.24,17.0,4.0,1.0
NGC4416,_dbar,2,5,BAR,ferrer2,,,,,,,0.035,19.555,,,12.514,12.944,9.747,,Sc,5.9,29.37,17.0,8.0,1.0
NGC4424,_dbar,2,5,BAR,ferrer2,,,,,,,0.174,18.371,,,11.506,11.932,9.929,15.95,SBa,1.0,64.99,23.0,0.0,1.0
NGC4430,_dbarfn,3,5,BAR,ferrer2,,,,,,,0.033,20.361,,,12.022,12.482,9.802,17.0,Sb,3.4,43.86,23.0,8.0,0.75
NGC4448,_bdbarf,3,5,BAR,ferrer2,,,,,,,0.13,18.634,,,10.472,10.983,10.848,26.533,SBab,1.8,52.51,17.0,0.5,1.0
NGC4449,_dbarn,3,5,BAR,ferrer2,,,,,,,0.16,19.724,,,9.792,10.13,9.278,3.693,IB,9.8,63.45,,10.0,1.0
NGC4450,_bdbarfn,4,5,BAR,ferrer2,,,,,,,0.084,19.744,,,9.697,10.169,10.718,16.542,Sab,2.4,48.75,,0.5,0.5
NGC4454,_bdbarfn,4,5,BAR,ferrer2,,,,,,,0.059,20.943,,,11.599,12.115,10.658,35.7,S0-a,0.0,25.37,35.7,0.0,0.5
NGC4487,_dbar,2,5,BAR,ferrer2,,,,,,,0.036,20.05,,,11.458,11.865,10.131,20.04,Sc,6.0,58.18,20.0,7.0,1.0
NGC4491,_bdbarf,3,5,BAR,ferrer2,,,,,,,0.064,20.222,,,12.512,12.957,8.961,,SBa,1.2,64.05,17.0,-0.5,1.0
NGC4496A,_dbar,2,5,BAR,ferrer2,,,,,,,0.04,21.006,,,11.774,12.25,9.839,15.606,SBd,7.6,38.5,15.6,7.0,1.0
NGC4498,_dbarf,2,5,BAR,ferrer2,,,,,,,0.079,19.937,,,12.232,12.658,9.741,17.958,Sc,6.4,57.34,17.0,7.0,1.0
NGC4502,_dbarf,2,5,BAR,ferrer2,,,,,,,0.004,24.146,,,14.273,14.709,9.403,30.9,Sc,5.8,60.23,17.0,9.5,0.75
NGC4504,_dbarn,3,5,BAR,ferrer2,,,,,,,0.019,21.251,,,11.661,12.107,10.153,21.814,SABc,6.0,52.93,21.8,5.0,0.5
NGC4519,_dbarf,2,5,BAR,ferrer2,,,,,,,0.081,19.995,,,12.058,12.46,10.191,28.411,Scd,6.9,41.09,17.0,6.5,0.75
NGC4523,_dbar,2,5,BAR,ferrer2,,,,,,,0.046,22.647,,,13.741,14.184,9.092,16.8,Sm,9.1,25.12,17.0,9.0,0.75
NGC4525,_dbarnf,3,5,BAR,ferrer2,,,,,,,0.023,21.607,,,12.69,13.125,9.448,15.687,SBc,5.9,60.6,17.0,6.5,1.0
NGC4535,_bdbarf,3,5,BAR,ferrer2,,,,,,,0.015,20.914,,,9.709,10.128,10.695,16.958,Sc,5.0,23.8,17.0,5.0,0.5
NGC4540,_dbarfn,3,5,BAR,ferrer2,,,,,,,0.019,20.976,,,11.788,12.237,9.877,16.8,SABc,6.2,34.21,17.0,9.0,0.5
NGC4548,_bdbarf,3,5,BAR,ferrer2,,,,,,,0.114,20.084,,,9.731,10.216,10.696,16.196,Sb,3.1,36.85,17.0,1.5,1.0
NGC4559,_ndbar,3,5,BAR,ferrer2,,,,,,,0.022,20.172,,,10.151,10.581,10.004,9.29,Sc,6.0,64.76,,6.0,0.75
NGC4561,_dbar,2,5,BAR,ferrer2,,,,,,,0.112,20.826,,,13.094,13.516,9.065,12.3,SBcd,7.2,35.15,17.0,7.0,1.0
NGC4579,_bdbarf,3,5,BAR,ferrer2,,,,,,,0.111,18.823,,,9.122,9.599,11.098,19.583,SABb,2.9,41.86,,1.0,1.0
NGC4584,_dbar,2,5,BAR,ferrer2,,,,,,,0.078,19.757,,,13.083,13.534,9.728,,Sa,1.5,49.67,17.0,0.0,1.0
NGC4591,_dbarfn,3,5,BAR,ferrer2,,,,,,,0.019,17.821,,,12.808,13.27,10.392,48.067,Sb,3.3,59.85,17.0,1.5,0.5
NGC4593,_bdbarfn,4,5,BAR,ferrer2,,,,,,,0.142,20.279,,,10.502,10.855,10.932,33.933,Sb,3.0,33.05,33.9,1.0,1.0
NGC4595,_dbar,2,5,BAR,ferrer2,,,,,,,0.015,20.624,,,12.524,12.951,9.54,16.289,SABb,3.8,52.75,17.0,7.5,0.25
NGC4596,_bdbarf,3,5,BAR,ferrer2,,,,,,,0.153,19.704,,,9.94,10.477,10.682,16.8,S0-a,-0.9,36.67,17.0,-0.5,1.0
NGC4606,_bdbar,3,5,BAR,ferrer2,,,,,,,0.105,21.834,,,11.986,12.43,9.809,17.08,SBa,0.6,62.65,17.0,-2.5,0.0
NGC4639,_bdbarf,3,5,BAR,ferrer2,,,,,,,0.072,20.094,,,11.327,11.785,10.317,22.356,Sbc,3.5,51.02,17.0,2.0,0.75
NGC4643,_bdbarf,3,5,BAR,ferrer2,,,,,,,0.214,19.175,,,9.966,10.486,11.028,25.7,S0-a,-0.6,42.92,17.0,-1.5,1.0
NGC4654,_dbar,2,5,BAR,ferrer2,,,,,,,0.045,17.826,,,10.161,10.583,10.485,16.362,Sc,5.9,59.76,,6.0,1.0
NGC4658,_dbarf,2,5,BAR,ferrer2,,,,,,,0.034,17.255,,,12.176,12.561,10.228,31.78,Sbc,4.0,53.53,31.8,7.0,1.0
NGC4680,_dbarfn,3,5,BAR,ferrer2,,,,,,,0.03,18.51,,,12.178,12.595,10.375,36.625,S0-a,0.0,63.55,36.6,3.0,0.38
NGC4688,_dbarf,2,5,BAR,ferrer2,,,,,,,0.031,21.639,,,12.791,13.477,9.667,17.1,Sc,6.0,23.68,17.0,8.0,1.0
NGC4691,_dbar,2,5,BAR,ferrer2,,,,,,,0.287,18.036,,,10.805,11.193,10.479,22.5,S0-a,0.3,38.75,22.5,0.0,1.0
NGC4713,_dbarn,3,5,BAR,ferrer2,,,,,,,0.017,20.782,,,11.803,12.235,9.836,16.367,Scd,6.8,23.77,17.0,5.5,0.62
NGC4725,_bdbarf,3,5,BAR,ferrer2,,,,,,,0.064,20.947,,,8.912,9.407,10.881,13.637,SABa,2.2,45.39,17.0,1.0,0.5
NGC4733,_bdbar,3,5,BAR,ferrer2,,,,,,,0.03,21.043,,,11.692,12.209,9.973,16.933,E,-3.8,27.64,17.0,-1.0,1.0
NGC4779,_bdbarf,3,5,BAR,ferrer2,,,,,,,0.087,20.385,,,12.288,12.735,10.448,40.84,SBc,4.6,46.46,17.0,3.0,1.0
NGC4897,_bdbar,3,5,BAR,ferrer2,,,,,,,0.186,20.219,,,12.191,12.629,10.564,44.967,Sbc,4.0,38.26,45.0,3.0,0.62
NGC4900,_dbar,2,5,BAR,ferrer2,,,,,,,0.04,18.557,,,11.323,11.722,10.362,24.714,SBc,5.2,18.98,17.0,6.0,1.0
NGC4902,_bdbarf,3,5,BAR,ferrer2,,,,,,,0.073,19.197,,,10.756,11.238,11.051,39.2,Sb,3.0,26.61,39.2,2.5,1.0
NGC4941,_bdbarn,4,5,BAR,ferrer2,,,,,,,0.307,21.115,,,10.718,11.138,10.355,18.22,SABa,2.1,36.6,18.2,0.0,0.0
NGC4942,_dbarnf,3,5,BAR,ferrer2,,,,,,,0.015,21.429,,,13.168,13.623,9.905,32.56,SABc,6.9,43.98,32.6,5.0,0.25
NGC4948A,_dbarf,2,5,BAR,ferrer2,,,,,,,0.031,22.009,,,13.789,14.217,9.447,26.2,SBd,7.7,49.74,26.2,9.0,1.0
NGC4984,_bdbar,3,5,BAR,ferrer2,,,,,,,0.246,20.035,,,10.234,10.664,10.691,21.3,S0-a,-0.8,47.06,21.3,0.0,0.5
NGC4995,_dbarfn,3,5,BAR,ferrer2,,,,,,,0.041,19.462,,,10.802,11.264,10.754,28.911,SABb,3.1,54.64,28.9,2.0,0.5
NGC5068,_ndbar,3,5,BAR,ferrer2,,,,,,,0.04,20.489,,,9.844,10.249,9.739,6.075,Sc,6.0,26.95,,7.0,1.0
NGC5101,_bdbar,3,5,BAR,ferrer2,,,,,,,0.171,19.794,,,9.805,10.275,11.111,27.4,S0-a,0.2,22.26,27.4,0.0,1.0
NGC5117,_bdbarf,3,5,BAR,ferrer2,,,,,,,0.153,22.014,,,13.515,14.217,10.118,39.55,SBc,5.7,62.55,37.5,6.5,0.5
NGC5134,_bdbarfn,4,5,BAR,ferrer2,,,,,,,0.144,20.127,,,10.779,11.221,9.899,10.889,SABb,2.9,58.66,10.9,1.0,0.62
NGC5147,_dbarfn,3,5,BAR,ferrer2,,,,,,,0.01,21.265,,,12.144,12.572,9.938,21.6,SBd,7.9,25.16,21.6,5.5,0.88
NGC5218,_dbarn,3,5,BAR,ferrer2,,,,,,,0.275,18.735,,,11.7,12.095,10.845,51.42,SBb,3.0,51.15,51.4,1.0,1.0
NGC5236,_bdbarf,3,5,BAR,ferrer2,,,,,,,0.048,19.174,,,6.937,7.364,11.037,6.96,Sc,5.0,14.08,7.0,5.0,0.5
NGC5300,_dbarn,3,5,BAR,ferrer2,,,,,,,0.009,20.478,,,11.742,12.155,10.088,21.623,SABc,5.2,50.83,21.6,5.0,0.25
NGC5334,_dbarfn,3,5,BAR,ferrer2,,,,,,,0.01,21.542,,,11.886,12.326,10.409,32.62,Sc,5.2,44.79,32.6,6.0,1.0
NGC5339,_bdbarf,3,5,BAR,ferrer2,,,,,,,0.045,20.961,,,12.004,12.438,10.507,,Sa,1.1,37.07,36.5,2.0,0.75
NGC5347,_dbarfn,3,5,BAR,ferrer2,,,,,,,0.085,20.633,,,11.968,11.979,9.903,27.3,Sab,2.0,45.29,27.3,1.0,0.88
NGC5350,_bdbarf,3,5,BAR,ferrer2,,,,,,,0.044,19.632,,,11.32,11.711,10.561,31.263,Sbc,3.6,54.15,31.3,2.7,1.0
NGC5355,_bdbar,3,5,BAR,ferrer2,,,,,,,0.118,21.077,,,12.98,13.483,10.142,37.65,S0,-2.1,62.67,,-3.5,0.5
NGC5375,_bdbarfn,4,5,BAR,ferrer2,,,,,,,0.134,20.044,,,11.764,12.258,10.715,41.92,SBab,2.4,44.8,41.9,1.5,1.0
NGC5430,_bdbarf,3,5,BAR,ferrer2,,,,,,,0.178,19.114,,,11.419,11.793,10.721,39.883,SBb,3.1,50.25,39.9,3.0,1.0
NGC5448,_bdbar,3,5,BAR,ferrer2,,,,,,,0.36,20.762,,,11.297,11.779,10.768,36.3,Sa,1.4,64.42,36.3,1.0,0.5
NGC5473,_bdbar,3,5,BAR,ferrer2,,,,,,,0.073,19.588,,,11.044,11.556,10.819,33.4,E-S0,-2.7,47.94,33.4,-3.0,0.75
